id,title,artist,genre,image_url
231,Desire,Ian Asher,synthwave,https://i.scdn.co/image/ab67616d00001e021b63ef5d0e5bf964cf33cb9e
232,There Is a Light That Never Goes Out - 2011 Remaster,The Smiths,synthwave,https://i.scdn.co/image/ab67616d00001e026236778a208a15eb71079601
233,Back to the Old House - 2011 Remaster,The Smiths,synthwave,https://i.scdn.co/image/ab67616d00001e02c9b31b01e4d81f8289e49574
234,Memories (feat. Kid Cudi),David Guetta,synthwave,https://i.scdn.co/image/ab67616d00001e028049549d4bc25e366788a6b3
235,Heaven Knows I'm Miserable Now - 2011 Remaster,The Smiths,synthwave,https://i.scdn.co/image/ab67616d00001e0204480d4422fe67d383386660
236,Victory Lap,Fred again..,synthwave,https://i.scdn.co/image/ab67616d00001e02bf705b821b031cefe91d7b90
237,Sexy Bitch (feat. Akon),David Guetta,synthwave,https://i.scdn.co/image/ab67616d00001e02b2e43ed3850e072831f7b2c6
238,Better Off Alone,Alice Deejay,synthwave,https://i.scdn.co/image/ab67616d00001e028d897b8994ce008298200408
239,Everytime We Touch,Cascada,synthwave,https://i.scdn.co/image/ab67616d00001e02e0c8b75abb6704283aa645aa
240,I'm Good (Blue),David Guetta,synthwave,https://i.scdn.co/image/ab67616d00001e02f24c7321eabddffc3829676b
241,Impostor Syndrome,Sidney Gish,indie pop,https://i.scdn.co/image/ab67616d00001e02f7832bb86831bdec9848acda
242,Not Allowed,TV Girl,indie pop,https://i.scdn.co/image/ab67616d00001e0232f5fec7a879ed6ef28f0dfd
243,Apocalypse,Cigarettes After Sex,indie pop,https://i.scdn.co/image/ab67616d00001e02dfed999f959177dfc4f33cdc
244,the perfect pair,beabadoobee,indie pop,https://i.scdn.co/image/ab67616d00001e02384d10f967c2b914de7e2713
245,Fade Into You,Mazzy Star,indie pop,https://i.scdn.co/image/ab67616d00001e0289a392107ebd79818022b3ea
246,undressed,sombr,indie pop,https://i.scdn.co/image/ab67616d00001e024229702de91cb3d3a4383302
247,Beaches,beabadoobee,indie pop,https://i.scdn.co/image/ab67616d00001e027d9a2e7835a178df7b0153aa
248,Cry,Cigarettes After Sex,indie pop,https://i.scdn.co/image/ab67616d00001e028324db1ae37be249aed887e7
249,Everybody Wants To Rule The World,Tears For Fears,indie pop,https://i.scdn.co/image/ab67616d00001e0222463d6939fec9e17b2a6235
250,we fell in love in october,girl in red,indie pop,https://i.scdn.co/image/ab67616d00001e02d6839051c4760457e1a60b2a
251,Boys Don't Cry - Single Version,The Cure,indie pop,https://i.scdn.co/image/ab67616d00001e025d0d65102be8606e439e54cc
252,Chest Pain (I Love),Malcolm Todd,indie pop,https://i.scdn.co/image/ab67616d00001e0287607b2c8f5f52f1f057be0d
253,Space Song,Beach House,indie pop,https://i.scdn.co/image/ab67616d00001e029b7190e673e46271b2754aab
254,Electric Love,BØRNS,indie pop,https://i.scdn.co/image/ab67616d00001e02cc2cf912462d8ae4ef856434
255,Bags,Clairo,indie pop,https://i.scdn.co/image/ab67616d00001e023e4fc846c2b52b9cb6ff2e1f
256,Just like Heaven,The Cure,indie pop,https://i.scdn.co/image/ab67616d00001e027f22337546d61faca55e0f4f
257,Nothing's Gonna Hurt You Baby,Cigarettes After Sex,indie pop,https://i.scdn.co/image/ab67616d00001e02f20d15ff288e94492f7097eb
258,Hello?,Clairo,indie pop,https://i.scdn.co/image/ab67616d00001e02936ed6cb629a7550be86e415
259,Show Me How,Men I Trust,indie pop,https://i.scdn.co/image/ab67616d00001e02deeb617204bc14f4ee87b057
260,Sweet,Cigarettes After Sex,indie pop,https://i.scdn.co/image/ab67616d00001e02dfed999f959177dfc4f33cdc
261,Something About You,Eyedress,indie pop,https://i.scdn.co/image/ab67616d00001e024641ca89cd79b552d77145dd
262,Difficult Love,Malcolm Todd,indie pop,https://i.scdn.co/image/ab67616d00001e02a1cac678024bb37d83ab012c
263,K.,Cigarettes After Sex,indie pop,https://i.scdn.co/image/ab67616d00001e02dfed999f959177dfc4f33cdc
264,Sunsetz,Cigarettes After Sex,indie pop,https://i.scdn.co/image/ab67616d00001e02dfed999f959177dfc4f33cdc
265,Friday I'm in Love,The Cure,indie pop,https://i.scdn.co/image/ab67616d00001e02e410fa31e3dfcc7521cde86d
266,Everybody Wants To Rule The World,Tears For Fears,indie pop,https://i.scdn.co/image/ab67616d00001e025e12c35cb4c848a927ef4b69
267,Apple Cider,beabadoobee,indie pop,https://i.scdn.co/image/ab67616d00001e02ceca3ef39ab8f9b59acff394
268,Malcolm In The Middle,Malcolm Todd,indie pop,https://i.scdn.co/image/ab67616d00001e02a1cac678024bb37d83ab012c
269,Back To Me,The Marías,indie pop,https://i.scdn.co/image/ab67616d00001e02a66ab2cbaebcc84ddd45a078
270,Kingston,Faye Webster,indie pop,https://i.scdn.co/image/ab67616d00001e02ac4ebd092fa2cf210e4c8023
271,Taking What's Not Yours,TV Girl,indie pop,https://i.scdn.co/image/ab67616d00001e0232f5fec7a879ed6ef28f0dfd
272,Looking Out for You,Joy Again,indie pop,https://i.scdn.co/image/ab67616d00001e025448a3dfe8528453a3686fd6
273,Mr. Incorrect,Malcolm Todd,indie pop,https://i.scdn.co/image/ab67616d00001e022c1f34ecc1929fb59908aad1
274,Gun To My Head,Malcolm Todd,indie pop,https://i.scdn.co/image/ab67616d00001e02a1cac678024bb37d83ab012c
275,Are You Bored Yet? (feat. Clairo),Wallows,indie pop,https://i.scdn.co/image/ab67616d00001e021df393f4cf29c80c04456f77
276,Almost (Sweet Music),Hozier,indie pop,https://i.scdn.co/image/ab67616d00001e02c8aa333b95c1c4e6b43bb2a4
277,Stephanie,Nafeesisboujee,indie pop,https://i.scdn.co/image/ab67616d00001e023bda019c02edcbacd8b22417
278,Pretty Girl,Clairo,indie pop,https://i.scdn.co/image/ab67616d00001e02378a655e1c7ca93207ace890
279,Glue Song,beabadoobee,indie pop,https://i.scdn.co/image/ab67616d00001e02e3862aeefcb2f0860ef017e4
280,Lost Boys,Phoebe Bridgers,indie pop,https://i.scdn.co/image/ab67616d00001e027d2d1eb695b8384b81bacb9d
281,I Love Mondays,Vexento,edm,https://i.scdn.co/image/ab67616d00001e02d60a923c5233a66db07bb340
282,Three Thousand (Radio Edit),LarsM,edm,https://i.scdn.co/image/ab67616d00001e02810d905f6b97098684269058
283,Nervous - Mixed,KO3,edm,https://i.scdn.co/image/ab67616d00001e02fd0613c81a47676632f590c7
284,I Love Mondays,Vexento,edm,https://i.scdn.co/image/ab67616d00001e02f5e946e55525a29c137a117c
285,Traffic Jam,Slow Fresh Oil,edm,https://i.scdn.co/image/ab67616d00001e02769ae3081fbc924c0238821a
286,We Chase the Sun,Mike Plume Band,edm,https://i.scdn.co/image/ab67616d00001e02407efe727a6b694651e1a37d
287,My Lies,Amber Suchy,edm,https://i.scdn.co/image/ab67616d00001e029a9873e3259b4b234706ed53
288,"Star Wars Main Theme (From ""Star Wars IV: A New Hope"") [The Avengers (From ""The Avengers"") [Chiptune]",Funny Boy,edm,https://i.scdn.co/image/ab67616d00001e021ffd3abdb4142ca1a084e505
289,Fire in the Sky,Project 91,edm,https://i.scdn.co/image/ab67616d00001e02835c09b52ad5e4e2658afa62
290,Eu Vou Te Esperar,Klamboo,edm,https://i.scdn.co/image/ab67616d00001e02fc0b1556aa91915cbeae743b
291,Life,John Dahlbäck,edm,https://i.scdn.co/image/ab67616d00001e02c91e420dd22f12e3a8ff7ece
292,W.H.Y Jazz Fm,Andezzz,edm,https://i.scdn.co/image/ab67616d00001e02fee9937597198ca5769d96b1
293,The Balance Of The Soul - Michal Jesensky Remix,Foxa,edm,https://i.scdn.co/image/ab67616d00001e02a282977fc099a1ceee8719f1
294,Three Thousand (Radio Edit),LarsM,edm,https://i.scdn.co/image/ab67616d00001e02aab58bb06c35a76359f4c51d
295,Won't Tell,Cadence & Nathan,edm,https://i.scdn.co/image/ab67616d00001e02ae50dd54ba1df9d3ad2293bc
296,Fire in the Sky,Project 91,edm,https://i.scdn.co/image/ab67616d00001e02ce296171ad8a7fd22edef7ca
297,Fire in the Sky,Project 91,edm,https://i.scdn.co/image/ab67616d00001e021513e4021642d39456fb391b
298,Take Your Thyme,The Consonance,edm,https://i.scdn.co/image/ab67616d00001e028c23bde6e9c849cf609284b1
299,Thoughts In Black And White,The Consonance,edm,https://i.scdn.co/image/ab67616d00001e028c23bde6e9c849cf609284b1
300,The Lert,Slow Fresh Oil,edm,https://i.scdn.co/image/ab67616d00001e02769ae3081fbc924c0238821a
301,Rainbow (Extended Club Mix),Kanae Asaba,edm,https://i.scdn.co/image/ab67616d00001e023fcc43ac360fd246f259742d
302,Holding On,Doug Hoyer,edm,https://i.scdn.co/image/ab67616d00001e02b27fcdaf193a2fb393ba9368
303,Batgirl - Edit,Kahikko,edm,https://i.scdn.co/image/ab67616d00001e021ed8be6103af91b00a310a78
304,Three Thousand (Radio Edit),LarsM,edm,https://i.scdn.co/image/ab67616d00001e021f3f93a88f5bb894b6a15c97
305,Believe in Shame - Original Mix,Mandragora,edm,https://i.scdn.co/image/ab67616d00001e02e621f831f8ab8c560ae99910
306,Secret - Interlude,Tennyson,edm,https://i.scdn.co/image/ab67616d00001e0263b0b35f599f4b1a3cdd82e2
307,After the Morning After,Ayla Brook,edm,https://i.scdn.co/image/ab67616d00001e02b5cc7022e6e440ca0531e752
308,Get Get Down - Biggi Remix,R3HAB,edm,https://i.scdn.co/image/ab67616d00001e02b0f31783b917cf7a5e1975df
309,Slow - Unreleased Live Track,Unwed Mothers,edm,https://i.scdn.co/image/ab67616d00001e02096fdee1b13afc6c6a3e4dbf
310,It's Easy,The Provincial Archive,edm,https://i.scdn.co/image/ab67616d00001e028bf0bdff1d324b3355efbdf0
311,"The Imperial March (From ""Star Wars A New Hope"") [Chiptune]",Funny Boy,edm,https://i.scdn.co/image/ab67616d00001e025c71793802faf7f7dec0e250
312,Out of Season,Doug Hoyer,edm,https://i.scdn.co/image/ab67616d00001e02b27fcdaf193a2fb393ba9368
313,Believe in Shame - House Rhythms Mix,Mandragora,edm,https://i.scdn.co/image/ab67616d00001e0290ce49377c84b7d803bc8b5f
314,Believe in Shame - Original Mix,Mandragora,edm,https://i.scdn.co/image/ab67616d00001e027c1c707d7ca44442519391b7
315,Shadow - Original,Kohra,edm,https://i.scdn.co/image/ab67616d00001e028bae1b39d8c2151ccb25195f
316,Fake Play,Abruzzi Spur,edm,https://i.scdn.co/image/ab67616d00001e028dbd4e47f6664ea79965b443
317,Landslides,Breaking For Love,edm,https://i.scdn.co/image/ab67616d00001e02122da32ebc380e4aa489843c
318,Now You See It,Hungry Hollow,edm,https://i.scdn.co/image/ab67616d00001e023c1a29c3fd0e4e86edd6e01e
319,Big Star,Stew Kirkwood,edm,https://i.scdn.co/image/ab67616d00001e02de567508ab3f36e901105610
320,Fire in the Sky,Project 91,edm,https://i.scdn.co/image/ab67616d00001e02a0da1561d8493e283e75e357
321,Choosin' Texas,Ella Langley,country,https://i.scdn.co/image/ab67616d00001e0290958927fbba47a62c3e63f8
322,Broken Window Serenade,Whiskey Myers,country,https://i.scdn.co/image/ab67616d00001e022a56fbcf4c26d35d6e0bd9f1
323,I'm The Problem,Morgan Wallen,country,https://i.scdn.co/image/ab67616d00001e0235ea219ce47813b5e2dc3745
324,I Got Better,Morgan Wallen,country,https://i.scdn.co/image/ab67616d00001e0235ea219ce47813b5e2dc3745
325,I Remember Everything (feat. Kacey Musgraves),Zach Bryan,country,https://i.scdn.co/image/ab67616d00001e023bd1de7368f5f1efd1d787b3
326,Be Her,Ella Langley,country,https://i.scdn.co/image/ab67616d00001e028606848da949bbaddf447d87
327,Choosin' Texas,Ella Langley,country,https://i.scdn.co/image/ab67616d00001e028606848da949bbaddf447d87
328,I Can't Love You Anymore,Ella Langley,country,https://i.scdn.co/image/ab67616d00001e020c20b697b7cc3bfe3eb954bc
329,You Should Probably Leave,Chris Stapleton,country,https://i.scdn.co/image/ab67616d00001e029408342067e2ff50d69a3c98
330,weren't for the wind,Ella Langley,country,https://i.scdn.co/image/ab67616d00001e02edf9ec71330d53881ee0c2d9
331,Springsteen,Eric Church,country,https://i.scdn.co/image/ab67616d00001e02c1bc36faa8afff2b5273490b
332,Whiskey Glasses,Morgan Wallen,country,https://i.scdn.co/image/ab67616d00001e021215aac0c23dd8c31f5c14c1
333,Last Night,Morgan Wallen,country,https://i.scdn.co/image/ab67616d00001e02c37a94d92b0a874ba2419ed7
334,When It Rains It Pours,Luke Combs,country,https://i.scdn.co/image/ab67616d00001e02a456620e42fb68e8976c91b5
335,Something in the Orange,Zach Bryan,country,https://i.scdn.co/image/ab67616d00001e02e772398dc2edb9fc416b9cd1
336,Tennessee Whiskey,Chris Stapleton,country,https://i.scdn.co/image/ab67616d00001e02540fc1d083eac5bcff8dad21
337,Wagon Wheel,Darius Rucker,country,https://i.scdn.co/image/ab67616d00001e023c814f8afa852904e9db8a9f
338,Chicken Fried,Zac Brown Band,country,https://i.scdn.co/image/ab67616d00001e02157d6d0762e17e7dc1ad5203
339,you look like you love me (feat. Riley Green),Ella Langley,country,https://i.scdn.co/image/ab67616d00001e02cf0d0343d350f57d265484e0
340,20 Cigarettes,Morgan Wallen,country,https://i.scdn.co/image/ab67616d00001e0235ea219ce47813b5e2dc3745
341,Feathered Indians,Tyler Childers,country,https://i.scdn.co/image/ab67616d00001e025a38bd36056b909ed607689d
342,Chasin' You,Morgan Wallen,country,https://i.scdn.co/image/ab67616d00001e021215aac0c23dd8c31f5c14c1
343,Cowgirls,Morgan Wallen,country,https://i.scdn.co/image/ab67616d00001e02c37a94d92b0a874ba2419ed7
344,Missed Call,Treaty Oak Revival,country,https://i.scdn.co/image/ab67616d00001e02c9821c79b260d77f2a55f7d7
345,Wondering Why,The Red Clay Strays,country,https://i.scdn.co/image/ab67616d00001e0203fd430cb92bf7c49183ab6f
346,Worst Way,Riley Green,country,https://i.scdn.co/image/ab67616d00001e023e3cacc30688b39ffed26334
347,Bottom Of Your Boots,Ella Langley,country,https://i.scdn.co/image/ab67616d00001e028606848da949bbaddf447d87
348,Hell At Night (feat. Ella Langley),BigXthaPlug,country,https://i.scdn.co/image/ab67616d00001e02077790f3c84f48b3ce264818
349,Been By Now,Morgan Wallen,country,https://i.scdn.co/image/ab67616d00001e02349f6c0133abbfca063891c1
350,7 Summers,Morgan Wallen,country,https://i.scdn.co/image/ab67616d00001e02d11e2e1e9a84f6fbf864536d
351,Ain't No Love In Oklahoma (From Twisters: The Album),Luke Combs,country,https://i.scdn.co/image/ab67616d00001e026f555ba312f3317dcbaa2cb9
352,Be Her,Ella Langley,country,https://i.scdn.co/image/ab67616d00001e0244cfd85001629f8f476d2723
353,Head Over Boots,Jon Pardi,country,https://i.scdn.co/image/ab67616d00001e0214d09c1ad67f2028764ee0f4
354,Thinkin’ Bout Me,Morgan Wallen,country,https://i.scdn.co/image/ab67616d00001e028337dd45f445c35f7292a81e
355,Pink Skies,Zach Bryan,country,https://i.scdn.co/image/ab67616d00001e0236fbdbea696df93933bafdb8
356,More Than My Hometown,Morgan Wallen,country,https://i.scdn.co/image/ab67616d00001e02f26e16c256f7042d8f6a814b
357,Where the Wild Things Are,Luke Combs,country,https://i.scdn.co/image/ab67616d00001e024f279906df8721c0534c0245
358,Neon Moon,Brooks & Dunn,country,https://i.scdn.co/image/ab67616d00001e02cf1e09d6382993798b554242
359,'Til You Can't,Cody Johnson,country,https://i.scdn.co/image/ab67616d00001e023063a4b9290f7419622ff231
360,Fast Car,Luke Combs,country,https://i.scdn.co/image/ab67616d00001e024f279906df8721c0534c0245
361,MORNING DEW (DONK),Beyoncé,r&b,https://i.scdn.co/image/ab67616d00001e0229803857f9f242ab9fdcfe40
362,Snooze,SZA,r&b,https://i.scdn.co/image/ab67616d00001e02bc18bdade69ec5ef0bb25b17
363,damned,Miguel,r&b,https://i.scdn.co/image/ab67616d00001e029ce9e97f45010627a3ea8390
364,Bad Habit,Steve Lacy,r&b,https://i.scdn.co/image/ab67616d00001e026938311000a0e494a26986e5
365,Sure Thing,Miguel,r&b,https://i.scdn.co/image/ab67616d00001e02d5a8395b0d80b8c48a5d851c
366,I Want You Back,The Jackson 5,r&b,https://i.scdn.co/image/ab67616d00001e0216aaf05fe82237576a7d0e38
367,Ain't No Mountain High Enough,Marvin Gaye,r&b,https://i.scdn.co/image/ab67616d00001e029173e50e99bdea2400222f02
368,Remember the Time,Michael Jackson,r&b,https://i.scdn.co/image/ab67616d00001e02bf4cf0f48b94d0c8297b751a
369,Power Trip (feat. Miguel),J. Cole,r&b,https://i.scdn.co/image/ab67616d00001e02c1bb124f993488cf21b269fc
370,the feeling,Steve Lacy,r&b,https://i.scdn.co/image/ab67616d00001e02c2051e257fca29adecca19ee
371,Who's Lovin' You,The Jackson 5,r&b,https://i.scdn.co/image/ab67616d00001e0216aaf05fe82237576a7d0e38
372,You,Lloyd,r&b,https://i.scdn.co/image/ab67616d00001e02eec376776dc8377060f2be5c
373,Location,Khalid,r&b,https://i.scdn.co/image/ab67616d00001e024ac041e0d889d3a2608210d5
374,Sky Walker (feat. Travis Scott),Miguel,r&b,https://i.scdn.co/image/ab67616d00001e02ee1ae7d44f10961722736148
375,butterflies.,Brent Faiyaz,r&b,https://i.scdn.co/image/ab67616d00001e02d8acadd7be5455ea09c06cf9
376,Don't,Bryson Tiller,r&b,https://i.scdn.co/image/ab67616d00001e028fbf8ef444a2b0acc6ee2faf
377,is it cool? (feat. SZA),Steve Lacy,r&b,https://i.scdn.co/image/ab67616d00001e02504ee91f37d2fd96ddda7da0
378,MUTT,Leon Thomas,r&b,https://i.scdn.co/image/ab67616d00001e027fc4fb3453f841652d2e4814
379,My Girl,The Temptations,r&b,https://i.scdn.co/image/ab67616d00001e021a5b6271ae1c8497df20916e
380,Good Days,SZA,r&b,https://i.scdn.co/image/ab67616d00001e02bc18bdade69ec5ef0bb25b17
381,Forever,Chris Brown,r&b,https://i.scdn.co/image/ab67616d00001e02b0d747e54b78eb460dcb9316
382,TBH,PARTYNEXTDOOR,r&b,https://i.scdn.co/image/ab67616d00001e025adf49e4d5f1eb30646a2adf
383,Not You Too (feat. Chris Brown),Drake,r&b,https://i.scdn.co/image/ab67616d00001e02bba7cfaf7c59ff0898acba1f
384,Sativa,Jhené Aiko,r&b,https://i.scdn.co/image/ab67616d00001e027ccc8005498d9f75b03333c2
385,Girl With The Tattoo Enter.lewd,Miguel,r&b,https://i.scdn.co/image/ab67616d00001e02d5a8395b0d80b8c48a5d851c
386,Broken Clocks,SZA,r&b,https://i.scdn.co/image/ab67616d00001e0206d56b057cce5797538a16d5
387,What You Heard,Sonder,r&b,https://i.scdn.co/image/ab67616d00001e029852437d39690c760e108a14
388,All I Want Is You (feat. J. Cole),Miguel,r&b,https://i.scdn.co/image/ab67616d00001e02d5a8395b0d80b8c48a5d851c
389,Right My Wrongs,Bryson Tiller,r&b,https://i.scdn.co/image/ab67616d00001e028fbf8ef444a2b0acc6ee2faf
390,Family Affair,Mary J. Blige,r&b,https://i.scdn.co/image/ab67616d00001e02096a7fc9668305db9d3175fc
391,Nobody Gets Me,SZA,r&b,https://i.scdn.co/image/ab67616d00001e02bc18bdade69ec5ef0bb25b17
392,stranger,Jhené Aiko,r&b,https://i.scdn.co/image/ab67616d00001e02832acae590753bd6e2c42b7f
393,How Many Drinks?,Miguel,r&b,https://i.scdn.co/image/ab67616d00001e02fe113f478616e62a8fe14108
394,Poison,Bell Biv DeVoe,r&b,https://i.scdn.co/image/ab67616d00001e020ce91190aaea70dd4fe020c4
395,If I Ain't Got You,Alicia Keys,r&b,https://i.scdn.co/image/ab67616d00001e0256ff19308ebeb48e2ba6094b
396,Exchange,Bryson Tiller,r&b,https://i.scdn.co/image/ab67616d00001e028fbf8ef444a2b0acc6ee2faf
397,"Slow Down - 12"" Version",Bobby V.,r&b,https://i.scdn.co/image/ab67616d00001e025ab4f6bfca031d8ec1e0c1c7
398,Miss Independent,Ne-Yo,r&b,https://i.scdn.co/image/ab67616d00001e025694163d7c4ab48251e9b57c
399,4Me 4Me,Malcolm Todd,r&b,https://i.scdn.co/image/ab67616d00001e022c1f34ecc1929fb59908aad1
400,No Guidance (feat. Drake),Chris Brown,r&b,https://i.scdn.co/image/ab67616d00001e020bf1b932009c0bff47b8cb86
401,My Own Summer (Shove It),Deftones,metal,https://i.scdn.co/image/ab67616d00001e020b1129853982ea17845d4eb6
402,Break Stuff,Limp Bizkit,metal,https://i.scdn.co/image/ab67616d00001e023783782de74f61e36795bf9c
403,What I've Done,Linkin Park,metal,https://i.scdn.co/image/ab67616d00001e026e996745f2c7b8036abef213
404,Toxicity,System Of A Down,metal,https://i.scdn.co/image/ab67616d00001e0207bc7d2a745636c356b4d0aa
405,Rollin' (Air Raid Vehicle),Limp Bizkit,metal,https://i.scdn.co/image/ab67616d00001e024a31b146c7cf07705d912efe
406,Freak On a Leash,Korn,metal,https://i.scdn.co/image/ab67616d00001e024e492e787ed64de43c3a3a21
407,Aerials,System Of A Down,metal,https://i.scdn.co/image/ab67616d00001e0207bc7d2a745636c356b4d0aa
408,Last Resort,Papa Roach,metal,https://i.scdn.co/image/ab67616d00001e02985bf5ede2fe4a048ee85f28
409,Welcome To The Jungle,Guns N' Roses,metal,https://i.scdn.co/image/ab67616d00001e0221ebf49b3292c3f0f575f0f5
410,Duality,Slipknot,metal,https://i.scdn.co/image/ab67616d00001e026b3463e7160d333ada4b175a
411,One Step Closer,Linkin Park,metal,https://i.scdn.co/image/ab67616d00001e02e2f039481babe23658fc719a
412,Kickstart My Heart,Mötley Crüe,metal,https://i.scdn.co/image/ab67616d00001e02fc30908354ee3be55dc6feb2
413,Lonely Day,System Of A Down,metal,https://i.scdn.co/image/ab67616d00001e02f5e7b2e5adaa87430a3eccff
414,Bodies,Drowning Pool,metal,https://i.scdn.co/image/ab67616d00001e0226d45b50f2016fed43d54320
415,Crawling,Linkin Park,metal,https://i.scdn.co/image/ab67616d00001e02e2f039481babe23658fc719a
416,Just Pretend,Bad Omens,metal,https://i.scdn.co/image/ab67616d00001e02bafcef0262b82dec233717e2
417,Bleed It Out,Linkin Park,metal,https://i.scdn.co/image/ab67616d00001e026e996745f2c7b8036abef213
418,Entombed,Deftones,metal,https://i.scdn.co/image/ab67616d00001e0273652b7a0dc388dd1d044b69
419,Cherry Waves,Deftones,metal,https://i.scdn.co/image/ab67616d00001e02c869fa3b4e0ce4dd9818a40e
420,Paradise City,Guns N' Roses,metal,https://i.scdn.co/image/ab67616d00001e0221ebf49b3292c3f0f575f0f5
421,Be Quiet and Drive (Far Away),Deftones,metal,https://i.scdn.co/image/ab67616d00001e020b1129853982ea17845d4eb6
422,Sextape,Deftones,metal,https://i.scdn.co/image/ab67616d00001e0272c2145d48f68917a7361b15
423,Master of Puppets (Remastered),Metallica,metal,https://i.scdn.co/image/ab67616d00001e02cad4832cb7b5844343278daa
424,For Whom The Bell Tolls (Remastered),Metallica,metal,https://i.scdn.co/image/ab67616d00001e02533fd0b248052d04e6b732c0
425,Blind,Korn,metal,https://i.scdn.co/image/ab67616d00001e027153b1cf6ee990c2a9fa46cc
426,Given Up,Linkin Park,metal,https://i.scdn.co/image/ab67616d00001e026e996745f2c7b8036abef213
427,Papercut,Linkin Park,metal,https://i.scdn.co/image/ab67616d00001e02e2f039481babe23658fc719a
428,Lying from You,Linkin Park,metal,https://i.scdn.co/image/ab67616d00001e0210b4bd659193bc34476e066f
429,Click Click Boom,Saliva,metal,https://i.scdn.co/image/ab67616d00001e02c72cc4087da2190116857f37
430,My Way,Limp Bizkit,metal,https://i.scdn.co/image/ab67616d00001e024a31b146c7cf07705d912efe
431,Coming Undone,Korn,metal,https://i.scdn.co/image/ab67616d00001e0274c1560b64750a1774495144
432,Livin' On A Prayer,Bon Jovi,metal,https://i.scdn.co/image/ab67616d00001e0249e6168f69625252689c2526
433,One (Remastered),Metallica,metal,https://i.scdn.co/image/ab67616d00001e02be54746b374358970b5e617a
434,Down with the Sickness,Disturbed,metal,https://i.scdn.co/image/ab67616d00001e022b222dcd5c4fcac7c0e81da2
435,You Give Love A Bad Name,Bon Jovi,metal,https://i.scdn.co/image/ab67616d00001e0249e6168f69625252689c2526
436,Rosemary,Deftones,metal,https://i.scdn.co/image/ab67616d00001e0273652b7a0dc388dd1d044b69
437,Sober,TOOL,metal,https://i.scdn.co/image/ab67616d00001e02fd1602df46ac56e2f5260ec0
438,Nothing Else Matters (Remastered),Metallica,metal,https://i.scdn.co/image/ab67616d00001e021f9edf15e43f4c2f4938b869
439,Before I Forget,Slipknot,metal,https://i.scdn.co/image/ab67616d00001e026b3463e7160d333ada4b175a
440,Psychosocial,Slipknot,metal,https://i.scdn.co/image/ab67616d00001e02e7fbc0883149094912559f2c
441,Kingdom of Fear,Cameron Whitcomb,folk,https://i.scdn.co/image/ab67616d00001e02bcfaf15333e6956697a5a98f
442,Stick Season,Noah Kahan,folk,https://i.scdn.co/image/ab67616d00001e026ee35072df1af802cca09918
443,A Horse with No Name,America,folk,https://i.scdn.co/image/ab67616d00001e02cc2ef2810c85fde8ec60cbc4
444,Riptide,Vance Joy,folk,https://i.scdn.co/image/ab67616d00001e0205d081cbdc2f67d37a364d63
445,Northern Attitude,Noah Kahan,folk,https://i.scdn.co/image/ab67616d00001e026ee35072df1af802cca09918
446,The Great Divide,Noah Kahan,folk,https://i.scdn.co/image/ab67616d00001e02d879855b819250d3d00a1a38
447,Doors,Noah Kahan,folk,https://i.scdn.co/image/ab67616d00001e02d879855b819250d3d00a1a38
448,Ventura Highway,America,folk,https://i.scdn.co/image/ab67616d00001e025e2289475a30c75dfca7d228
449,Staying Still,Noah Kahan,folk,https://i.scdn.co/image/ab67616d00001e02c39789e2dbdad5af5736e07a
450,Ho Hey,The Lumineers,folk,https://i.scdn.co/image/ab67616d00001e02f350c13195ce048876b5fea4
451,Fool's Gold,Buffalo Traffic Jam,folk,https://i.scdn.co/image/ab67616d00001e02153f313d30213facca893340
452,Ophelia,The Lumineers,folk,https://i.scdn.co/image/ab67616d00001e0221b550b66cf1391c6642088c
453,Budapest,George Ezra,folk,https://i.scdn.co/image/ab67616d00001e023a60095e50104070cc89ed9f
454,Orange Juice,Noah Kahan,folk,https://i.scdn.co/image/ab67616d00001e026ee35072df1af802cca09918
455,Porch Light,Noah Kahan,folk,https://i.scdn.co/image/ab67616d00001e02d879855b819250d3d00a1a38
456,Lighthouse,Noah Kahan,folk,https://i.scdn.co/image/ab67616d00001e02c39789e2dbdad5af5736e07a
457,Sister Golden Hair,America,folk,https://i.scdn.co/image/ab67616d00001e02865a956fe40cf54597e97fd2
458,Doors,Noah Kahan,folk,https://i.scdn.co/image/ab67616d00001e02c39789e2dbdad5af5736e07a
459,A Few Of Your Own,Noah Kahan,folk,https://i.scdn.co/image/ab67616d00001e02c39789e2dbdad5af5736e07a
460,Scared To Start,Michael Marcagi,folk,https://i.scdn.co/image/ab67616d00001e023b15ac45d0f9c29a0c8a2baa
461,Stubborn Love,The Lumineers,folk,https://i.scdn.co/image/ab67616d00001e02f350c13195ce048876b5fea4
462,Thinking 'bout You,STELLA LEFTY,folk,https://i.scdn.co/image/ab67616d00001e02939562361ea9d2b92e5ca214
463,Spring Into Summer,Lizzy McAlpine,folk,https://i.scdn.co/image/ab67616d00001e02ae8516f025f800e78b875d44
464,God Needs The Devil,Jonah Kagen,folk,https://i.scdn.co/image/ab67616d00001e02db34ae82285e3ed2ae1c309e
465,Little Talks,Of Monsters and Men,folk,https://i.scdn.co/image/ab67616d00001e02cb3f67e8026e2e493a1e8262
466,Dan,Noah Kahan,folk,https://i.scdn.co/image/ab67616d00001e02c39789e2dbdad5af5736e07a
467,Porch Light,Noah Kahan,folk,https://i.scdn.co/image/ab67616d00001e02c39789e2dbdad5af5736e07a
